,FirstName,LastName,Country,Club,Position,Age,Acceleration,Aggression,Finishing,FreeKickAccuracy,LongPassing,LongShots,Penalties,ShortPassing,SprintSpeed,Quality
731,Daniel,Molina Orta,Spain,RC Celta,Centre Defensive Midfielder,22,53,63,56,59,69,66,55,72,58,bronze
732,Kévin,Soni,Cameroon,Girona FC,Centre Attacking Midfielder,20,75,54,57,48,50,47,53,63,72,bronze
733,Diego,Alende López,Spain,RC Celta,Centre Back,21,53,62,24,26,35,23,33,61,55,bronze
734,Rodrigo,Tarín Higón,Spain,CD Leganés,Centre Back,22,69,68,19,30,52,41,40,59,71,bronze
735,José,Mena Rodríguez,Spain,Sevilla FC,Centre Defensive Midfielder,20,64,55,52,55,66,40,53,65,59,bronze
736,Dennis,Eckert,Germany,RC Celta,Striker,22,58,25,68,50,37,60,59,59,48,bronze
737,Alejandro,Centelles Plaza,Spain,Valencia CF,Left Back,19,60,59,45,41,70,42,48,68,70,bronze
738,Sergio,Reguilón Rodríguez,Spain,Real Madrid,Left Back,22,67,55,22,39,25,33,42,54,62,bronze
739,Robert,Costa Ventura,Spain,RC Celta,Centre Back,24,44,51,30,31,56,28,43,62,50,bronze
740,Andrés,Pascual Santonja,Spain,Valencia CF,Left Midfielder,22,58,45,59,59,59,60,58,59,55,bronze
741,Mario,González Gutiérrez,Spain,Villarreal CF,Left Wing,22,68,39,62,38,41,56,39,61,70,bronze
742,Luís,García,Colombia,Sevilla FC,Goalkeeper,20,51,28,16,13,38,20,20,30,55,bronze
743,Luca,Zidane,France,Real Madrid,Goalkeeper,20,33,16,8,11,15,5,19,22,32,bronze
744,Rubén,Mesa Visiga,Spain,Villarreal CF,Striker,27,62,68,65,43,35,64,73,57,52,bronze
745,Jokin,Ezkieta Mendiburu,Spain,FC Barcelona,Goalkeeper,22,41,25,12,19,27,14,24,28,49,bronze
746,Alejandro,Blanco Sánchez,Spain,Valencia CF,Left Midfielder,20,69,39,52,45,58,54,54,65,67,bronze
747,Roger,Riera Canadell,Spain,Villarreal CF,Centre Back,23,40,59,27,28,39,26,43,48,54,bronze
748,Genaro,Rodríguez Serrano,Spain,Sevilla FC,Centre Midfielder,20,67,67,35,46,68,44,54,69,67,bronze
749,Julio,Gracia Gallardo,Spain,Real Betis,Centre Midfielder,20,53,52,54,39,61,58,37,65,56,bronze
750,Genís,Montolio Lafuente,Spain,RCD Espanyol,Right Back,22,63,62,31,28,58,35,30,70,58,bronze
751,Alejandro,Dos Santos Ferreira,Brazil,Atlético Madrid,Goalkeeper,20,22,22,12,12,18,10,15,16,21,bronze
752,Genís,Montolio Lafuente,Spain,Levante UD,Right Back,22,63,62,31,28,58,35,30,70,58,bronze
753,Sergi,Álamo Bautista,Spain,Girona FC,Left Back,21,54,58,35,42,42,29,43,53,60,bronze
754,Javier,Pérez Mateo,Spain,R. Valladolid CF,Centre Midfielder,23,52,41,56,37,56,60,47,61,60,bronze
755,Sergi,Álamo Bautista,Spain,Girona FC,Left Back,21,54,58,35,42,42,29,43,53,60,gold
756,Javier,Pérez Mateo,Spain,R. Valladolid CF,Centre Midfielder,23,52,41,56,37,56,60,47,61,60,gold
757,Yhoan,Andzouana,Congo DR,Girona FC,Left Midfielder,22,67,31,59,40,59,46,61,53,61,bronze
758,Daniel,Pedrosa Loureiro,Spain,R. Valladolid CF,Striker,22,59,37,58,43,36,52,60,50,58,bronze
759,Marc,Vito Brezmes,Spain,Girona FC,Goalkeeper,22,25,20,7,11,18,6,18,23,28,bronze
760,Pol,Lozano Vizuete,Spain,RCD Espanyol,Centre Midfielder,19,60,42,37,38,58,40,49,64,63,bronze
